,tweet,category,class
1110, Did I just start crying bitch ,offensive_lang,1
1111, I hate girls who get drunk don't turn into hoes fvckin waste of alcohol ,offensive_lang,1
1112, Shout out to my momma cuz she didn't raise no hoe ,offensive_lang,1
1113, I'm a mud shark because I have black friends Makes perfect sense idiotic ,neither,2
1114, An itsy bitsy teeny weeny yellow pock a dot bikini Polk Ashton Polk,neither,2
1115, Yes Iam single I don't mess or talk to anyone no hoes just me ,offensive_lang,1
1116, just got a new fish it's albino and I named him shaquita yee bahaha,neither,2
1117," My Anaconda Don't My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun Smh White Ass niggah ",offensive_lang,1
1118, I wish i had my dad in my life but the bitch ass nigga still think im not his child LMFAOOOO but damn that's sad cuh ,offensive_lang,1
1119, Hoes really do b birds man this new to you ,offensive_lang,1
1120, bitch get out dem feelings and get some new dick ,offensive_lang,1
1121, My momma aint raise no hoe ,offensive_lang,1
1122, BeatTheHabs NYR pussy,offensive_lang,1
1123, SMDH Eagles fans You a bitch Hey Giants fans Victor Cruz is over Dance to that Hey watch it,offensive_lang,1
1124, cause i look great bitch fuck you mean ,offensive_lang,1
1125, I'm suppose to eat yo booty bitch wym ,offensive_lang,1
1126, I can't remember all the girls I've smashed On God hoe shit Not technically it takes ,offensive_lang,1
1127, I cried like a bitch after my first breakup Never loved again lol ,offensive_lang,1
1128, Michael Pineda hides pine tar on his neck fact that the Yankees cheat Go Red Sox Boston,neither,2
1129, Chad Jordan in this bitch I'm crying,offensive_lang,1
1130, Grandmas always b asking you Do you have a girlfriend No I got hoes tf you mean real shit ,offensive_lang,1
1131, bruh i'm telling you if she got zebra print bed sheets 9 10 she a hoe ,offensive_lang,1
1132, I have no hoes because yah nigga ain't shit ,offensive_lang,1
1133, Bitches love throwing that irrelevant shade go sit lil bitch ,offensive_lang,1
1134, So they really deleted flappy bird from the App Store cus someone killed themselves over it foreal foreal ,neither,2
1135, Too many lil niggas on my TL boosie got hoes,offensive_lang,1
1136, I'll beat the pussy up that's a hook right thur ,offensive_lang,1
1137, Rape Cannibalism You Won't Recognize The Original Versions Of These Fairy Tales man wtf,neither,2
1138, Jose ur mean I said ily stfu hoe,offensive_lang,1
1139, girls are fucking retarded my back started cramping up man it's the double d's,offensive_lang,1
1140, There's a difference between being actually crazy aspiring crazy real shit I can't stand fake crazy bitches,offensive_lang,1
1141, man I was bouta text all the bitches that ever told me that lmao you should,offensive_lang,1
1142, If u ask me every bitch gay or bi ,hate_speech,0
1143, First time with 3 Lol yuhhhh we hit that hoe ,offensive_lang,1
1144, u need to be in someone's church negro ur absolutely right but I work Sunday's but still no excuse ,offensive_lang,1
1145, Police just tried to Rodney King a nigga happen to my nig out here,offensive_lang,1
1146, Vienna sausage clit I suck dat bitch Don t y all eva believe a colored man don t eat no pussay,offensive_lang,1
1147, lesbian pussy taste like rainbow trout lezzzbehonest,offensive_lang,1
1148, Oxtails and yellow rice is blasphemy boneless,neither,2
1149, What's the symptoms for Ebola My stomach been hurting b I'm nervous bitch you better not be we was drinking out same bottle,offensive_lang,1
1150, There's starving children in Africa but this bitch using bananas to plug her butt hole smh wtf ,offensive_lang,1
1151, I just wanna do something for somebody boy sound desperate than hoe how you bout you start off and flat that nose of yours,offensive_lang,1
1152, Hate an overly hood girl Aye hoe We not listening to Keef all night I feel you,offensive_lang,1
1153, it's too early don't annoy me don't come back from ya fun filled weekend and give me attitude hoe,offensive_lang,1
1154, These hoes gon come go i feel it ,offensive_lang,1
1155, When life knocks you down stand the fuck up and say You hit like a little bitch ,offensive_lang,1
1156, Tweet how you WatchLikeaKing I WatchLikeaKing fo da colored folk dying from dis shit food,offensive_lang,1
1157, What s going to be your pick for SelectionSunday 2for5 WatchLikeaKing Dis make colored folk happy,neither,2
1158, haha imma catch Ebola Trynna keep myself warm lol ewww bitch well stay far away from me,offensive_lang,1
1159, Sum wrong with the pussy Sweets smh,offensive_lang,1
1160, wasn t that great to me either Equalizer was trash Denzel officially washed bruh neither was flight,neither,2
1161, you tweaking rich homie is trash you damn near still listen to lil b wow ,offensive_lang,1
1162, I get paid too chill Share the wealth Lil nicca,neither,2
1163, On some real shit if I catch this bitch it's game on ,offensive_lang,1
1164, Y'all hoes messy on god nbs ,offensive_lang,1
1165, LMAO Tempted to send this fuckin hoe lmao ,offensive_lang,1
1166, I wanna go to this lil shit tonight but the way how bitches faces be set up I be wantin to slap em when I see them ,offensive_lang,1
1167, Kannie Vonnie some Tiny ass bitches I HATED when you and crissi started calling us little body bitches in Hawaii,offensive_lang,1
1168, Two of the best Yankees Derek Jeter and Joe Torre JoeTorreDay ,neither,2
1169, One wrong move and consider your bitch mine ,offensive_lang,1
1170, bitch what u gone say bitch for We're on the phone bitch Cuz to the let these Mfs know ,offensive_lang,1
1171, I really hate this bitch but she knows me best ,offensive_lang,1
1172, I hate a bitch that like to argue n shyt ,offensive_lang,1
1173, you boney little hoe Smile for the day This is funny ,offensive_lang,1
1174, Viet goddamn nam that's what happened Go get me a beer bitch ,offensive_lang,1
1175, Got the carburetor foyer my chevy c10 being rebuilt by my redneck friend everybodys got one I need 1 they can build,offensive_lang,1
1176, ur seriously a fag don't hate,offensive_lang,1
1177, stupid bitch ,offensive_lang,1
1178, its Brandon motherfucking reason He's a bitch nigga,offensive_lang,1
1179, WAKA TAMMY JUST GOT HER ASS BEAT Ctfu how Niggas be they don't ever have they bitch back ,offensive_lang,1
1180, If a bitch tweet I lose interest fast slide in her DMs cause she a Thot good looks,offensive_lang,1
1181, Trying to run game on me u dumb bitch her tho,offensive_lang,1
1182, I know I must make a lot of ya'll hoes sick all I can tell you hoes get used to it bitch ,offensive_lang,1
1183, I wouldn't trust a male cheerleader All cuz Cimarron got one he got ALLLL the bitches,offensive_lang,1
1184, I'm just a bitch for no reason I think I'm funny sometimes ,offensive_lang,1
1185, if by marrying her to avoid paying child support is a win then yeah lol we don't see the hoes the same that's ok,offensive_lang,1
1186, one of your side chicks came up 5k them bitches know where I live I be hiding from my cuz,offensive_lang,1
1187, you're right I'll take girl on the right over Kim any day u support that hoe ,offensive_lang,1
1188, Fuck all the Heat bandwagon riders We know who you are u sound like the hoes mad they man cheated with a fat booty bitch,offensive_lang,1
1189, If Miley really got knocked up by Juicy J that shit is wild didn't he say u say no to ratchet pussy Juicy J can't ,offensive_lang,1
1190, If you have a different dude every other week you might be a hoe js no your not don't listen to him ladies DoU,offensive_lang,1
1191, shit like this is retarded ,offensive_lang,1
1192, Finally got a hot bitch to dance on me came in my pants while she was grinding on me Lost that chance UW Madison lmao,offensive_lang,1
1193, That one ex you can't seem to get over an is a cunt ,offensive_lang,1
1194, I'm tired of her corny vines ugly faces and stupid voices my nigga she's sexy ,offensive_lang,1
1195, lmfaoooo bitch don't start Okay bitch,offensive_lang,1
1196, helloooo bitch Bitch no ones available,offensive_lang,1
1197, upload our pictures Wat pictures bitch,offensive_lang,1
1198, Where the hoes at shit u got em,offensive_lang,1
1199, bitch that's ham on her face ,offensive_lang,1
1200, here s to all the kids who have never found their name on anything in a souvenir store thanks mom for the ghetto name ,neither,2
1201, And that's why mock drafts are a joke my friends Anyone ,neither,2
1202, What to do after the game home alone and nothing to do someone come chill maybe go swimm ima do ya bitch,offensive_lang,1
1203, We agree do you FUCK YES I DO Send those illegal wetbacks home ,hate_speech,0
1204, TONY ROMO in my Top10QBs bitches ,offensive_lang,1
1205, I just wana eat some food Drink some liq Go to this party And have a bad bitch waitin on a nigga when I return ,offensive_lang,1
1206, Oreo cookies ,neither,2
1207, Black bitches turn 60 buy a hat and act like Jesus forgot they was fucking niggas in the park LOOOOOL,offensive_lang,1
1208, Fuck driving stick it's gay as fuck shit pussies say,offensive_lang,1
1209, Tom Brady slowly becoming washed Nah His weapons just trash,neither,2
1210, If you aint got shit goin for ya self what bitch gone want you ,offensive_lang,1
1211, yall bare hoes yall dnt care bout I spent my childhood in a wild hood,offensive_lang,1
1212, I m afraid of commitment A hoe ,offensive_lang,1
1213, ppl who think webbie betta then boosie jus retarded ,offensive_lang,1
1214, Anybody that gets traded straight up for Brandon knight is trash,offensive_lang,1
1215, Omarion ol girl w this negative ass vibe I hate mamas like her hoe need to be ,offensive_lang,1
1216, I like how thinks I'm talking to hoes HELL NAH Lol my bad I forgot you ain't got hoes like vdawg do,offensive_lang,1
1217, I wish you were here Stop crying bitch I'm omw back already haha,offensive_lang,1
1218, Watching AttackofTitan on bro you a HAN for stealing my tweet bitch ass nigga,offensive_lang,1
1219, Wassup twitter wassup bitch ,offensive_lang,1
1220, I ain't got no type white bitches is the only thing that I like dead ,offensive_lang,1
1221, My dog like scratches at the floor before he lays down He's weird buddy's normal your weird bitch,offensive_lang,1
1222, What will the Lakers be after kobe trash,neither,2
1223, these hoes ain't loyal ,offensive_lang,1
1224, HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS Dis be heaven fo a colored man,hate_speech,0
1225, Why that hoe crying In her mugshot bruh,offensive_lang,1
1226, All these hoes been passed around to a Cleveland niggah ,offensive_lang,1
1227, Hidey hidey hoe White folk be all noyvous round coloreds,offensive_lang,1
1228, You don t listen when I talk maybe you ll listen when I walk That bitch still won't listen,offensive_lang,1
1229, Crip bitches b dusty asf ,offensive_lang,1
1230, Buddy drug the whole train lmao good extra ass hoes hate them NY hoes me too,offensive_lang,1
1231, now this hoe bad,offensive_lang,1
1232, Reggie gives me headaches my niggah ,offensive_lang,1
1233, After you get done running train on a bitch thats on her period no that's nasty,offensive_lang,1
1234, I'm on my Y U shit using LinkedIn at work b lmfaoo bagging them linkiden hoes lol,offensive_lang,1
1235, How bitch how FRESH ,offensive_lang,1
1236, Malibus on a come up but in other news she mean denna hoe and not even light skinedddd HAHAHA ,offensive_lang,1
1237, fck you nigger lol jk bra,offensive_lang,1
1238, Dej loaf ever bitch wc today all it takes is a lil juice and these bitches want you ,offensive_lang,1
1239, Lol good now I got them nasty rednecks off my back I can take care of business he serious,offensive_lang,1
1240, Islamic State suspects in Indonesia are Chinese Uighurs Uighur Jihadis they're not just a PRC tool ,neither,2
1241, Ima whoop this boy It's nothing you bean head ass bitch,offensive_lang,1
1242, Hell naw I wanna see this yes Lol trash as hell,offensive_lang,1
1243, I saw a girl scratch her private today What that mean Don't fuck her right in the pussy,offensive_lang,1
1244, Killin in tekken 6 lies you trash,offensive_lang,1
1245, I want to be obsessed with someone and I want someone to be obsessed with me then u might have to kill the bitch ,offensive_lang,1
1246, Up making plays can I have my slut bitch girlfriend u always rap about back yet ,offensive_lang,1
1247, I'm fucking tired Ending the night with some rips so much for hitting me up bitch,offensive_lang,1
1248, If yo pussy stank u wasn't raised correctly lmao,offensive_lang,1
1249, Phat pussy looks like a scrotum,offensive_lang,1
1250, Everybody entitled to they own opinion tho Not that bitch she need to shut up sit the fuck down,offensive_lang,1
1251, huge nips scary me they scary me too,offensive_lang,1
1252, Mental Asylum in Dallas Texas 1980's should I go find this hoe ,offensive_lang,1
1253, Tea bag a bitch Pahahaha,hate_speech,0
1254, If I posted pics of everything I do in my life yall hoes would fall in love don't kill em Channing,offensive_lang,1
1255, 5'3 200 lbs aint thick bitch you a fucking warthog ,offensive_lang,1
1256, You fat bitches needa stop biting your lips when you take pictures Y'all look hungry not sexy ,offensive_lang,1
1257, how bitches be looking the first day of school ,offensive_lang,1
1258, LIGHTSKIN MF LMFAOOO ight white bitch lol ,offensive_lang,1
1259, And happy to be hoes too Smh better than being in denial,offensive_lang,1
1260, fucking white people bitch wut ,hate_speech,0
1261, All the seniors young side hoes gonna be at graduation like ,offensive_lang,1
1262, Realist bitch to ever step foot on a soccer field every team has a bitch like this,offensive_lang,1
1263, When the nigga with the aux cord playin some trash shit ,offensive_lang,1
1264, bitch in the middle look like a daddy long leg ,offensive_lang,1
1265, how black bitches drive when they song come on ,offensive_lang,1
1266, All y'all some fucking coons ,offensive_lang,1
1267, Ain't my gf you lil nigguh stfu glory be to GOD then lmfaooooooo ,offensive_lang,1
1268, What these bitches want from ah nigga ,offensive_lang,1
1269, If Beyonce Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither ,offensive_lang,1
1270, if u say ur a mermaid it obviously means ur pussy is fishy ,offensive_lang,1
1271, I'm Dre's a bitch tho ,offensive_lang,1
1272, Oh my dogs pussy is so tight time to loosen it ,offensive_lang,1
1273, When you go down to eat the pussy and it smells tangy ,offensive_lang,1
1274, Ima just block you hoes out or block em either one lol,offensive_lang,1
1275, It's my dogs birthday you should get it a bad bitch punny,offensive_lang,1
1276, find a loyal ho finntasticccc ,offensive_lang,1
1277, Lakers really trash ,neither,2
1278, fag but Tony ,offensive_lang,1
1279, Bored as hell Shoulda answered my phone calls bitch i rather be bored ,offensive_lang,1
1280, you like 5'8 you needs to 1 You a hoe 2 i'm 5'10 breaking11 3 suck my dick ,hate_speech,0
1281, You gotta fuck every race just to see which dick pussy you like the best thot,offensive_lang,1
1282, I couldn't hit a woman with a penis and pussy I don't care how sexy or rich she is ,offensive_lang,1
1283, shit where you from Baltimore Man them hoes fine crazy,offensive_lang,1
1284, Smoke good weed with a bad bitch ,offensive_lang,1
1285, Name something trash Cavs,neither,2
1286, Can't a bitch living say I brought her MICHAEL Kors we need more guys like you ,offensive_lang,1
1287, for all the bad bitches out there go have some fun ,offensive_lang,1
1288, I hope my future wife who ever she might be is sleeping or studying instead if being a hoe right now nigga shutcho asss up,offensive_lang,1
1289, I'm sorry I offended you when I called you a bitch I honestly thought you knew ,offensive_lang,1
1290, Lmao lexy such a hoe lmfaooo,offensive_lang,1
1291, Eat her pussy nd look at her like this ,offensive_lang,1
1292, FML My period on Can't pop that pussy now huh ,offensive_lang,1
1293, Homecoming in 2 days Bet u didn't even have a date bitch I just went and say in the corner,offensive_lang,1
1294, They be hating on my girl tho but they wish they was the bitch they hating this song go,offensive_lang,1
1295, Bout to get a breasts reduction these bitches be in the way so serious ,offensive_lang,1
1296, Can I bring anotha bitch or nah ,offensive_lang,1
1297, Golden Oreos regular Oreos YES ,neither,2
1298, Oreos are basically dirt circles with cream True ,neither,2
1299, Damn this bitch always gets hit on by The hottest guys n makes them feel stupid i got called an ego kill,offensive_lang,1
1300, lmao I minds well be a hoe for all that I ain't mean like that girl lol,offensive_lang,1
1301, lmao definitely not I was bout to say don't front bitch that shit a freeway,offensive_lang,1
1302, no bitch hurry up lol im so hungry I can't focus ,offensive_lang,1
1303, ohhhhh yes bitch yesss u ready T ,offensive_lang,1
1304, woke up and bitches was not here lol I wasn't angry wit my hoes ,offensive_lang,1
1305, Ima show my ass tonight I can feel it omgggg I was thinking the same shit bitch ,offensive_lang,1
1306, A lot of women who claim they are yellow are actually red color blind mother fuckas I'm yellow tho ,offensive_lang,1
1307, J Cole is trash I've been saying this for years Fuck him Lol ,offensive_lang,1
1308, where am I on this rating scale Depends You still wearing them colored contacts or naw ,neither,2
1309, Bout to ride my horse to come fuck yo bitch Ooh em tho,offensive_lang,1
1310, When y'all hoes going to learn how to spell ,offensive_lang,1
1311, coolin my nig voice uhhee laugh ,offensive_lang,1
1312, Yeah you played me Yeah you got what you wanted But jokes on you You about to be a daddy bitch ,offensive_lang,1
1313, Honesty is all I ask for you ugly then a hoe then,offensive_lang,1
1314, Bouta let Banko kno I'm goin be a Ronneagle bitch ,offensive_lang,1
1315, When hoes feel like their photo didnt get enough favorites that's me thirsty ass,offensive_lang,1
1316, done w All these fuck niggas snip snip hoe stfu,offensive_lang,1
1317, Bol that called the girl a bitch Oharrd coo I'm both of them tho ,offensive_lang,1
1318, Wow putting a whole manifesto up using TwitLonger And by a Canadian Hey hoser how many will you adopt ,offensive_lang,1
1319, Kit Kat brownies making ,neither,2
1320, Bruh Trent took the yellow path ,neither,2
1321, because I thought Jay Z would hit her yeah he is known for sockin a bitch or 2,offensive_lang,1
1322, Good pussy have a Nigga like funniest thing I've ever seen on my tl ,offensive_lang,1
1323, Yall so fuckin trash yo man them niggas gonna win the skins trash,offensive_lang,1
1324, I should be the Global Ambassador of SOMETHING I put ppl on des nuts hoe ahh nigga,offensive_lang,1
1325, Boutta walk out on these hoes ,offensive_lang,1
1326, these bitches bound to get hurt cause a lotta these niggas be playin hell yeah,offensive_lang,1
1327, lol what else do we have in common nigga hate sleeping in the heat summer is for the birds,offensive_lang,1
1328, null bruh they both alive thats hans bitch who died Oh well FBD ,offensive_lang,1
1329, This hoe waited until she got 45 to make a sextape chile OH MY LORD ,offensive_lang,1
1330, I'm rich Dave Chappelle voice signed MLB PED users Say bitch you pussy,offensive_lang,1
1331, bitch get outta here dumb ass lmao ,offensive_lang,1
1332, wulf bitch thank you ,offensive_lang,1
1333, Liking all my pictures to get a follow ass bitches ,offensive_lang,1
1334, i need more beanies just ordered two true religion ones lol,neither,2
1335, I might fuck around and fuck yo bitch eat her ass when your steal her so you'll be a real ass nigga,offensive_lang,1
1336, This weather need to not flag today We trying to 50 zip a bitch tonight yessssirrrrr,offensive_lang,1
1337, The day you unblock me you will become a man again But that won't happen so you just a bitch lol,offensive_lang,1
1338, dreamgirl McKee Ooh Bet you wooonnnttt stick dat hoe,offensive_lang,1
1339, Sleep over with guys doesn't mean we gonna fuck TRUST ME you're a bitch for denying them pussy,offensive_lang,1
1340, You the Real MVP that's wat ya bitch said when I finished ,offensive_lang,1
1341, Burnt pussy lips gal in the blue throwing it ,offensive_lang,1
1342, The bad bitches are only bad until they start talking anyway He Preaching,offensive_lang,1
1343, Uncle Charlie just got thru lip singing haha,neither,2
1344, When twitter rappers dm me their trash links ,neither,2
1345, Lance Stevenson gone leave Indiana he trash anyway,neither,2
1346, 5 0 with 30 hoes on my dick sweg you have learned from the best,offensive_lang,1
1347, A lot of them are though Attitudes be pure trash TeamWhiteGirls SwirlTheWorld,neither,2
1348, Sit in there and shit dnt sing hoe no yess,offensive_lang,1
1349, Y though really hoe really U the dummy taking a pic,offensive_lang,1
1350, When I'm in that pussy honey I'm home ,offensive_lang,1
1351, Sexy bitch hope she bout it ,offensive_lang,1
1352, Where do all the foreskins go when they circumcise a guy the Foreskin Fairy takes them after you put them under your pillow,neither,2
1353, Yall are so confused these days somebody put that hoe in a dress,offensive_lang,1
1354, a majority of my news feed is people arguing about what it means to be a redneck vermontproblems ,offensive_lang,1
1355, You can be a hoe without having sex ask any of the girls texting alotta niggas at the same time ,offensive_lang,1
1356, I'm a pro at losing followers Some people just can't handle my excessive use of the work cunt Mines cause I say fuck,offensive_lang,1
1357, Repost kush blunt convos A simple minded ho made this pic I bet,offensive_lang,1
1358, If I couldn't trust some of the homies how could I trust these hoes you can't lol,offensive_lang,1
1359, Brah Wiz cheated she had hair like a dyke Uh Duh ,neither,2
1360, These hoes out of control ,offensive_lang,1
1361, If Howard elbow bosh will bosh fight back don't have to got mcbob bird and UD,neither,2
1362, Im drunk I'm bout to bitch need a ride ,offensive_lang,1
1363, Versace Versace I talk shit on twitter and so that bitch blocked me,offensive_lang,1
1364, Ginobli dropping them bitches like a Delta line ,offensive_lang,1
1365, Clingy girlfriends are the best Stop lying to these hoes bro That shit annoying,offensive_lang,1
1366, Eliot was a pussy MMMMMETHER,offensive_lang,1
1367, My bitch bad she's a Puerto Rican what song is that,offensive_lang,1
1368, pretty boy face Awee thanks faggot,offensive_lang,1
1369, An inning and a half away from Alex Rodriguez being eligible to play Just a thought Yankees MLB OMG Feel an ulcer ,neither,2
1370, We out Brooklyn bound wit this money Feelin like Yung Jeezy in this bitch LMAOOOO,offensive_lang,1
1371, bitch ima shake til I can't nomo,offensive_lang,1
1372, fuck you ugly lol show them teeth bitch fuck u,offensive_lang,1
1373, lol be cool son You know your grandma bald mouth she got all her teeth hoe ,offensive_lang,1
1374, mo bitch the special Ed Darlene from backatown GN,offensive_lang,1
1375, they can't fit on that small ass street son bitch you know what happen last time we was onyur st ,offensive_lang,1
1376, Going dumb on this essay bitch you sad ,offensive_lang,1
1377, I fucked up in the 6th grade yeah bitch you wants to fight me with yo dawg ass,offensive_lang,1
1378, Yall on my TL need to be sleep yall got school tomorrow bitch I got straight A's ion need to go ,offensive_lang,1
1379, i dont een tryna be disrespectful when i say bitch its just a term like bruh or son ,offensive_lang,1
1380, you not gone leave hoe ,offensive_lang,1
1381, the next time I see this bitch I'm beating her ass job or not lol,offensive_lang,1
1382, fuck up bitch get out mi house ,offensive_lang,1
1383, Bad bitches is the only thing that I like ,offensive_lang,1
1384, it aint bundles soooo nope it is bitch she happy hosting,offensive_lang,1
1385, No yu can't get no money yu silly hoe ,offensive_lang,1
1386, These Niggaz bitches hiding behind gangs they ain't in ,offensive_lang,1
1387, DONT Say Shit Else Just Stfu bitch we can do a lot more off this Twitter shit you can come see me,offensive_lang,1
1388, Niggas talk more then bitches these days ,offensive_lang,1
1389, You little stupid ass bitch i ain't fuckin with you ,offensive_lang,1
1390, i aint gone lie old heads say they see it in me so i figured nah you just retarded,offensive_lang,1
1391, lmao Aero sound young af talking bout hoes n weed n shit brah you gotta listen to this shit,offensive_lang,1
1392, Niggas over 6'2 with long ass monkey arms make the best cuddle buddies so I heard ahaha a female told me this once ,offensive_lang,1
1393, Sometimes I hate AZ sometimes I love it Depends on the time of year I guess the dumb bitches that live here,offensive_lang,1
1394, Dudes shaving without it being for an athletic purpose is gay af you're retarded ,hate_speech,0
1395, or he's eating it cuz he's with a women who just can't cook then u gotta get rid of that hoe,offensive_lang,1
1396, I'm going to miss these bitches so much far right she resting on ol girl booty y'all funny as shit,offensive_lang,1
1397, You was with the bitch with the fat ass only way to live when u young that shit gonna get old tho and have a lot of dents in it,offensive_lang,1
1398, Marcus bitch ass ain't loyal at all Team hopping ass ,offensive_lang,1
1399, Hoe fax type yo bitch number in google to see if it pops up on back pagE thank ,offensive_lang,1
1400, I was told never fold never sell my sole They Should Have Told Yu Stay In School Soul autocorrect hoed me,offensive_lang,1
1401, bitch U TRIED IT U deserved every foul word that came out Chris mouth bye hoe ,offensive_lang,1
1402, One last shot at this love shit then I'm dogging you hoes Drakelistener,offensive_lang,1
1403, negro you wear a size 5 I'm in a 12 I'm at a 6 now still growing,offensive_lang,1
1404, what's good family in the gym looking at hoes hit u later,offensive_lang,1
1405, When you open your starburst candy and get 2 yellows lmao bruh,neither,2
1406, Birthday Weekend starts today Shut yo hoe ass up,offensive_lang,1
1407, Bitch niggas pay for hoes just to lay with hoes relax one night you'll pay to stay with hoes,offensive_lang,1
1408, if your wardrobe consist of mostly leggings you's a hoe guilty,offensive_lang,1
1409, In the mall with yo bitch and yo money I'm getting me somethin ,offensive_lang,1
1410," Eat a lot of protein
Eat a lot of pussy MattieTrumpsTipsForABetterLife Eat the whole ass",offensive_lang,1
1411, I'm jakes bitch ,offensive_lang,1
1412, When you live this gay you can't be afraid of two black dicks in your butt you fucking queer,hate_speech,0
1413, A lot of you males need to dress up as real men for Halloween since y'all be acting like bitches all year ,offensive_lang,1
1414, You want to be a little bitch than ima treat you like a little bitch ,offensive_lang,1
1415, Water polo is so fucking hard respect yeah if you're a pussy,offensive_lang,1
1416, Edward did OSS he sparkled bitch reality,offensive_lang,1
1417, who the old bitch hoe,offensive_lang,1
1418, I love the song John Doe dope faggots,hate_speech,0
1419, I hate when bitches do that who are you talking to shit like clearly you I be like BITCH WIT DA RED DOOR HOE ,offensive_lang,1
1420, Just got done with my last final and I'm walkin around campus like I own this place queer ,hate_speech,0
1421, We'll I'm going to sleep fag,offensive_lang,1
1422, MMMH Daily is out Stories via yellow is IN luv the bling ,neither,2
1423, They not evn hoes in silence anymore proud of it then want respect,offensive_lang,1
1424, When you fuck her GOOD she trip even more good dick makes a bitch go crazy,offensive_lang,1
1425, so many hoes that's why preach,offensive_lang,1
1426, If a photographer doesn't have a back story on how he started he did it for pussy believethat CANTKNOCKTHAHUSSLE,offensive_lang,1
1427, I've sounded like a fag the last few days your emotions are inspiring ,offensive_lang,1
1428, ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles truuuuuu,offensive_lang,1
1429, You can be Seminoles but not redskins K Seminole tribe got an agreement with them fsu pay them to use the name,offensive_lang,1
1430, Who that pussy wet for ,offensive_lang,1
1431, You dammn Weed potheads are annoying af on Twitter weed and pot are the same thing faggot,hate_speech,0
1432, I'm dreaming ewwww bitch you must be fucked up ,offensive_lang,1
1433, LMAO my bitch was listening to gospel music w liquor in her hand weaaakkk lmfaooooooooo I was crying,offensive_lang,1
1434, why amanda bitch ass eva cheat on fizz fine ass ion geddit theres more to a nigga than his looks Thought yall knew dat ,offensive_lang,1
1435, you should feel disrespected if a bitch try to suck you up with dry lips ,offensive_lang,1
1436, Y'all bitches switch a roo niggas who the hell,offensive_lang,1
1437, Who is she Y'all hype that bread loaf chick up but I'm a chill a dyke rapper,hate_speech,0
1438, Cowboys win games during the regular season but when they get to the playoffs that trash af lol hating ass nigga,hate_speech,0
1439, Having 0 bitches really the wave shaq you got all the hoes,offensive_lang,1
1440, Niggas want a good girl but still wanna fuck with hoes but that ain't gone work Gotta pick one boy stfu,offensive_lang,1
1441, Splash onna bitch Wednesday tomorrow ,offensive_lang,1
1442, them Damn brownies I swear lmao,offensive_lang,1
1443, Mom Dont call a girl a bitch That's somebody's daughter sister niece Me And somebody's bitch too ,offensive_lang,1
1444," White kids favorite activities
1 Calling people niggers on Xbox
2 fucking their pet
3 Shooting up their school ",hate_speech,0
1445, Smh bitches are such haters How dare they do this to her blackgirls jealousy YOOO LOOOL,offensive_lang,1
1446, Throwing lamps at bitches who need to lighten up True dat,offensive_lang,1
1447, Using y mx b to measure the slope of that ass girl ,offensive_lang,1
1448, on my way to fuck ur bitch ,offensive_lang,1
1449, on my way to fuck ur bitch ,offensive_lang,1
1450, My brother a faggot smh,offensive_lang,1
1451, Dnt blame niggas when a female see ya hoe ass ways Go listen to some JT Money fruitcake ,offensive_lang,1
1452, Some of y'all bios are trash Mine pretty good,neither,2
1453, Bout time Some of these chicks don t want a man they just want support Tell that bitch to get a bra,offensive_lang,1
1454, When the pussy stank ,offensive_lang,1
1455, Remember this bro don't show people this ,offensive_lang,1
1456, Uhoh you got the hoes lol Y'all I found this letter on my car Naaah,offensive_lang,1
1457, If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites she a hoe ,offensive_lang,1
1458, Mondays are a whole lot better when you're driving a vehicle That white pussy uhhh get ya ,offensive_lang,1
1459, No longer a side bitch ,offensive_lang,1
1460, Spitting on people just shows you weren't raised right In another words it's a bitch nigga trait ,offensive_lang,1
1461, spongebob out here beating bitches up ,offensive_lang,1
1462, A relationship is only made for two but some bitches don't know how to count amen to that ,offensive_lang,1
1463, Why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll And he hate colored folk,offensive_lang,1
1464, Darkskin Girls Ugly ass bitch,offensive_lang,1
1465, In the fashion world urban means stolen from black people its ghetto on us and urban on them haha ,neither,2
1466, It's like when a bitch gotta pretty pussy but it's loose witchcraft,offensive_lang,1
1467, the white girls u should holla at but Nooooo brothas go for the ugliest bad built hoes ever,offensive_lang,1
1468, how young is this hoe with a m m pillow,offensive_lang,1
1469, I survived swine flu bird flu west nile and the Bloomberg administration I'll be fine the abortion survival Cant 4get that,neither,2
1470, FYI my favorite type of bitches ,offensive_lang,1
1471, My tweets trash ,neither,2
1472, Small titty bitches pierced nipples look like staples lmao,offensive_lang,1
1473, Ready blow this bitch down me 3 rellos,offensive_lang,1
1474, I couldn't find anything to hold my hair up let alone put a pony in no bitch I said post a busted pic ,offensive_lang,1
1475, My leave out is trash u sick,neither,2
1476, Iont got no type bad bitches is the only thing that I like aye I'm just living life,offensive_lang,1
1477, dumb beaner ,neither,2
1478, I try to keep all my bitches on lay away same way I feel,offensive_lang,1
1479, Trust these bitches Nah ,offensive_lang,1
1480, Is it wrong if I get on this bitch and started talking shit yes ,offensive_lang,1
